Entity,Day,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Canada,2020-01-09,0
Canada,2020-01-10,0
Canada,2020-01-11,0
Canada,2020-01-12,0
Canada,2020-01-13,0
Canada,2020-01-14,0
Canada,2020-01-15,0
Canada,2020-01-16,0
Canada,2020-01-17,0
Canada,2020-01-18,0
Canada,2020-01-19,0
Canada,2020-01-20,0
Canada,2020-01-21,0
Canada,2020-01-22,0
Canada,2020-01-23,0
Canada,2020-01-24,0
Canada,2020-01-25,0
Canada,2020-01-26,0
Canada,2020-01-27,0
Canada,2020-01-28,0
Canada,2020-01-29,0
Canada,2020-01-30,0
Canada,2020-01-31,0
Canada,2020-02-01,0
Canada,2020-02-02,0
Canada,2020-02-03,0
Canada,2020-02-04,0
Canada,2020-02-05,0
Canada,2020-02-06,0
Canada,2020-02-07,0
Canada,2020-02-08,0
Canada,2020-02-09,0
Canada,2020-02-10,0
Canada,2020-02-11,0
Canada,2020-02-12,0
Canada,2020-02-13,0
Canada,2020-02-14,0
Canada,2020-02-15,0
Canada,2020-02-16,0
Canada,2020-02-17,0
Canada,2020-02-18,0
Canada,2020-02-19,0
Canada,2020-02-20,0
Canada,2020-02-21,0
Canada,2020-02-22,0
Canada,2020-02-23,0
Canada,2020-02-24,0
Canada,2020-02-25,0
Canada,2020-02-26,0
Canada,2020-02-27,0
Canada,2020-02-28,0
Canada,2020-02-29,0
Canada,2020-03-01,0
Canada,2020-03-02,0
Canada,2020-03-03,0
Canada,2020-03-04,0
Canada,2020-03-05,0
Canada,2020-03-06,0
Canada,2020-03-07,0
Canada,2020-03-08,0
Canada,2020-03-09,0
Canada,2020-03-10,0.0036798737
Canada,2020-03-11,0.0036798737
Canada,2020-03-12,0.0036798737
Canada,2020-03-13,0.0036798737
Canada,2020-03-14,0.0036798737
Canada,2020-03-15,0.0036798737
Canada,2020-03-16,0.0036798737
Canada,2020-03-17,0
Canada,2020-03-18,0.011039621
Canada,2020-03-19,0.022079242
Canada,2020-03-20,0.025759116
Canada,2020-03-21,0.033118863
Canada,2020-03-22,0.036798738
Canada,2020-03-23,0.05151823
Canada,2020-03-24,0.05151823
Canada,2020-03-25,0.05151823
Canada,2020-03-26,0.044158485
Canada,2020-03-27,0.05151823
Canada,2020-03-28,0.05151823
Canada,2020-03-29,0.08831697
Canada,2020-03-30,0.09567671
Canada,2020-03-31,0.099356584
Canada,2020-04-01,0.1398352
Canada,2020-04-02,0.16191444
Canada,2020-04-03,0.18399368
Canada,2020-04-04,0.4195056
Canada,2020-04-05,0.5593408
Canada,2020-04-06,0.699176
Canada,2020-04-07,0.8758099
Canada,2020-04-08,0.98252624
Canada,2020-04-09,1.16284
Canada,2020-04-10,1.3321142
Canada,2020-04-11,1.3615532
Canada,2020-04-12,1.4020319
Canada,2020-04-13,1.5492268
Canada,2020-04-14,1.604425
Canada,2020-04-15,1.6780224
Canada,2020-04-16,1.9245739
Canada,2020-04-17,2.1159272
Canada,2020-04-18,2.5133536
Canada,2020-04-19,2.7157466
Canada,2020-04-20,2.9880574
Canada,2020-04-21,3.1683712
Canada,2020-04-22,3.3413253
Canada,2020-04-23,3.4186027
Canada,2020-04-24,3.5400383
Canada,2020-04-25,3.5032396
Canada,2020-04-26,3.6541145
Canada,2020-04-27,3.668834
Canada,2020-04-28,3.5989163
Canada,2020-04-29,3.731392
Canada,2020-04-30,3.7608309
Canada,2020-05-01,3.7497911
Canada,2020-05-02,3.8013093
Canada,2020-05-03,3.9853032
Canada,2020-05-04,4.0294614
Canada,2020-05-05,4.106739
Canada,2020-05-06,4.2024155
Canada,2020-05-07,4.3348913
Canada,2020-05-08,4.5262446
Canada,2020-05-09,4.485766
Canada,2020-05-10,4.320172
Canada,2020-05-11,4.1324983
Canada,2020-05-12,4.3643303
Canada,2020-05-13,4.1803365
Canada,2020-05-14,4.136178
Canada,2020-05-15,3.930105
Canada,2020-05-16,3.904346
Canada,2020-05-17,3.643075
Canada,2020-05-18,3.6209958
Canada,2020-05-19,3.345005
Canada,2020-05-20,3.116853
Canada,2020-05-21,2.7231064
Canada,2020-05-22,2.6679084
Canada,2020-05-23,2.498634
Canada,2020-05-24,2.5243933
Canada,2020-05-25,2.472875
Canada,2020-05-26,2.3477595
Canada,2020-05-27,2.5722318
Canada,2020-05-28,2.6642284
Canada,2020-05-29,2.6936674
Canada,2020-05-30,2.6568687
Canada,2020-05-31,2.6752682
Canada,2020-06-01,2.6421492
Canada,2020-06-02,3.20517
Canada,2020-06-03,2.8739812
Canada,2020-06-04,2.7819846
Canada,2020-06-05,2.6973474
Canada,2020-06-06,2.796704
Canada,2020-06-07,2.6642284
Canada,2020-06-08,2.564872
Canada,2020-06-09,1.8436167
Canada,2020-06-10,1.8583362
Canada,2020-06-11,1.8252174
Canada,2020-06-12,1.6743425
Canada,2020-06-13,1.2916356
Canada,2020-06-14,1.2437973
Canada,2020-06-15,1.2106785
Canada,2020-06-16,1.2585168
Canada,2020-06-17,1.2364376
Canada,2020-06-18,1.1554803
Canada,2020-06-19,1.078203
Canada,2020-06-20,1.1186816
Canada,2020-06-21,1.0929224
Canada,2020-06-22,1.1113218
Canada,2020-06-23,1.0303646
Canada,2020-06-24,0.9457275
Canada,2020-06-25,0.87213004
Canada,2020-06-26,0.8279716
Canada,2020-06-27,0.73229486
Canada,2020-06-28,0.57774013
Canada,2020-06-29,0.37166724
Canada,2020-06-30,0.33118862
Canada,2020-07-01,0.47102383
Canada,2020-07-02,0.49310306
Canada,2020-07-03,0.39742634
Canada,2020-07-04,0.49678293
Canada,2020-07-05,0.5593408
Canada,2020-07-06,0.57406026
Canada,2020-07-07,0.5887798
Canada,2020-07-08,0.4599842
Canada,2020-07-09,0.43790495
Canada,2020-07-10,0.52254206
Canada,2020-07-11,0.3900666
Canada,2020-07-12,0.35326788
Canada,2020-07-13,0.3643075
Canada,2020-07-14,0.3643075
Canada,2020-07-15,0.35326788
Canada,2020-07-16,0.31646913
Canada,2020-07-17,0.2649509
Canada,2020-07-18,0.28703013
Canada,2020-07-19,0.29071
Canada,2020-07-20,0.27231064
Canada,2020-07-21,0.25023142
Canada,2020-07-22,0.25023142
Canada,2020-07-23,0.23551191
Canada,2020-07-24,0.22079241
Canada,2020-07-25,0.17295405
Canada,2020-07-26,0.1545547
Canada,2020-07-27,0.13615532
Canada,2020-07-28,0.13615532
Canada,2020-07-29,0.1545547
Canada,2020-07-30,0.18031381
Canada,2020-07-31,0.17663394
Canada,2020-08-01,0.19871317
Canada,2020-08-02,0.1950333
Canada,2020-08-03,0.20239305
Canada,2020-08-04,0.20239305
Canada,2020-08-05,0.16927418
Canada,2020-08-06,0.16927418
Canada,2020-08-07,0.15823457
Canada,2020-08-08,0.13615532
Canada,2020-08-09,0.12879558
Canada,2020-08-10,0.12879558
Canada,2020-08-11,0.13247545
Canada,2020-08-12,0.14719495
Canada,2020-08-13,0.12143583
Canada,2020-08-14,0.16191444
Canada,2020-08-15,0.18031381
Canada,2020-08-16,0.18399368
Canada,2020-08-17,0.17663394
Canada,2020-08-18,0.16559431
Canada,2020-08-19,0.16559431
Canada,2020-08-20,0.19871317
Canada,2020-08-21,0.16191444
Canada,2020-08-22,0.14351507
Canada,2020-08-23,0.16191444
Canada,2020-08-24,0.17295405
Canada,2020-08-25,0.17295405
Canada,2020-08-26,0.18767355
Canada,2020-08-27,0.16559431
Canada,2020-08-28,0.16191444
Canada,2020-08-29,0.17663394
Canada,2020-08-30,0.18031381
Canada,2020-08-31,0.1545547
Canada,2020-09-01,0.16191444
Canada,2020-09-02,0.15823457
Canada,2020-09-03,0.1545547
Canada,2020-09-04,0.15087482
Canada,2020-09-05,0.14351507
Canada,2020-09-06,0.106716335
Canada,2020-09-07,0.114076085
Canada,2020-09-08,0.10303646
Canada,2020-09-09,0.073597476
Canada,2020-09-10,0.07727735
Canada,2020-09-11,0.073597476
Canada,2020-09-12,0.08095722
Canada,2020-09-13,0.08095722
Canada,2020-09-14,0.09567671
Canada,2020-09-15,0.09567671
Canada,2020-09-16,0.12143583
Canada,2020-09-17,0.12879558
Canada,2020-09-18,0.1398352
Canada,2020-09-19,0.13615532
Canada,2020-09-20,0.15087482
Canada,2020-09-21,0.15087482
Canada,2020-09-22,0.16927418
Canada,2020-09-23,0.18031381
Canada,2020-09-24,0.16927418
Canada,2020-09-25,0.18399368
Canada,2020-09-26,0.18031381
Canada,2020-09-27,0.18399368
Canada,2020-09-28,0.18767355
Canada,2020-09-29,0.18399368
Canada,2020-09-30,0.18031381
Canada,2020-10-01,0.20607293
Canada,2020-10-02,0.1950333
Canada,2020-10-03,0.2539113
Canada,2020-10-04,0.56302065
Canada,2020-10-05,0.73229486
Canada,2020-10-06,0.78381306
Canada,2020-10-07,0.83165145
Canada,2020-10-08,0.8794898
Canada,2020-10-09,0.89788914
Canada,2020-10-10,0.8647703
Canada,2020-10-11,0.6439779
Canada,2020-10-12,0.5335817
Canada,2020-10-13,0.48206344
Canada,2020-10-14,0.45630434
Canada,2020-10-15,0.44894457
Canada,2020-10-16,0.4452647
Canada,2020-10-17,0.52622193
Canada,2020-10-18,0.50046283
Canada,2020-10-19,0.50046283
Canada,2020-10-20,0.5335817
Canada,2020-10-21,0.5409414
Canada,2020-10-22,0.5078226
Canada,2020-10-23,0.5998194
Canada,2020-10-24,0.5924597
Canada,2020-10-25,0.5998194
Canada,2020-10-26,0.63293827
Canada,2020-10-27,0.6660571
Canada,2020-10-28,0.699176
Canada,2020-10-29,0.74701434
Canada,2020-10-30,0.72125524
Canada,2020-10-31,0.7543741
Canada,2020-11-01,0.7948527
Canada,2020-11-02,0.7690936
Canada,2020-11-03,0.8390112
Canada,2020-11-04,0.8353313
Canada,2020-11-05,0.99356586
Canada,2020-11-06,1.1002822
Canada,2020-11-07,1.1113218
Canada,2020-11-08,1.1775596
Canada,2020-11-09,1.2842759
Canada,2020-11-10,1.2437973
Canada,2020-11-11,1.3026752
Canada,2020-11-12,1.2916356
Canada,2020-11-13,1.2769161
Canada,2020-11-14,1.4167514
Canada,2020-11-15,1.4388306
Canada,2020-11-16,1.4682696
Canada,2020-11-17,1.5823456
Canada,2020-11-18,1.6964217
Canada,2020-11-19,1.6559432
Canada,2020-11-20,1.8215375
Canada,2020-11-21,1.8068179
Canada,2020-11-22,1.8399369
Canada,2020-11-23,1.8767356
Canada,2020-11-24,1.8215375
Canada,2020-11-25,1.7847387
Canada,2020-11-26,1.9282538
Canada,2020-11-27,1.9061745
Canada,2020-11-28,1.9356135
Canada,2020-11-29,2.0276103
Canada,2020-11-30,2.1048877
Canada,2020-12-01,2.2005644
Canada,2020-12-02,2.2079241
Canada,2020-12-03,2.1527262
Canada,2020-12-04,2.2336833
Canada,2020-12-05,2.2152839
Canada,2020-12-06,2.1932046
Canada,2020-12-07,2.2520826
Canada,2020-12-08,2.296241
Canada,2020-12-09,2.362479
Canada,2020-12-10,2.391918
Canada,2020-12-11,2.3992777
Canada,2020-12-12,2.5538323
Canada,2020-12-13,2.7525454
Canada,2020-12-14,2.8151033
Canada,2020-12-15,2.8482223
Canada,2020-12-16,2.8335028
Canada,2020-12-17,2.8887007
Canada,2020-12-18,2.973338
Canada,2020-12-19,2.943899
Canada,2020-12-20,2.8739812
Canada,2020-12-21,2.9328592
Canada,2020-12-22,2.8776612
Canada,2020-12-23,2.8335028
Canada,2020-12-24,2.793024
Canada,2020-12-25,2.9034202
Canada,2020-12-26,3.0358958
Canada,2020-12-27,2.8960605
Canada,2020-12-28,2.9880574
Canada,2020-12-29,3.0800543
Canada,2020-12-30,3.2493284
Canada,2020-12-31,3.4811604
Canada,2021-01-01,3.20517
Canada,2021-01-02,3.1242127
Canada,2021-01-03,3.3045266
Canada,2021-01-04,2.995417
Canada,2021-01-05,2.759905
Canada,2021-01-06,3.1058133
Canada,2021-01-07,3.1058133
Canada,2021-01-08,3.260368
Canada,2021-01-09,3.551078
Canada,2021-01-10,3.5253189
Canada,2021-01-11,3.7203522
Canada,2021-01-12,4.0257816
Canada,2021-01-13,3.6909132
Canada,2021-01-14,3.6541145
Canada,2021-01-15,3.701953
Canada,2021-01-16,3.4995599
Canada,2021-01-17,3.7387516
Canada,2021-01-18,3.7976296
Canada,2021-01-19,3.9227452
Canada,2021-01-20,3.7902699
Canada,2021-01-21,3.78291
Canada,2021-01-22,3.9521842
Canada,2021-01-23,3.963224
Canada,2021-01-24,4.014742
Canada,2021-01-25,3.992663
Canada,2021-01-26,3.8528278
Canada,2021-01-27,4.08834
Canada,2021-01-28,4.158257
Canada,2021-01-29,3.9190655
Canada,2021-01-30,3.812349
Canada,2021-01-31,3.551078
Canada,2021-02-01,3.5289989
Canada,2021-02-02,3.4186027
Canada,2021-02-03,3.2677279
Canada,2021-02-04,2.8997405
Canada,2021-02-05,2.9770176
Canada,2021-02-06,3.0800543
Canada,2021-02-07,2.9328592
Canada,2021-02-08,2.7525454
Canada,2021-02-09,2.653189
Canada,2021-02-10,2.5207133
Canada,2021-02-11,2.5575123
Canada,2021-02-12,2.3440795
Canada,2021-02-13,2.0754488
Canada,2021-02-14,1.9944915
Canada,2021-02-15,1.9392934
Canada,2021-02-16,1.9613726
Canada,2021-02-17,1.8472966
Canada,2021-02-18,1.7626594
Canada,2021-02-19,1.5455469
Canada,2021-02-20,1.4793092
Canada,2021-02-21,1.4940287
Canada,2021-02-22,1.4093916
Canada,2021-02-23,1.3137149
Canada,2021-02-24,1.3578733
Canada,2021-02-25,1.3137149
Canada,2021-02-26,1.3468337
Canada,2021-02-27,1.3247545
Canada,2021-02-28,1.2180382
Canada,2021-03-01,1.1849194
Canada,2021-03-02,1.1554803
Canada,2021-03-03,1.0745231
Canada,2021-03-04,1.0377244
Canada,2021-03-05,1.078203
Canada,2021-03-06,1.0266848
Canada,2021-03-07,1.0009257
Canada,2021-03-08,0.93100804
Canada,2021-03-09,0.9199684
Canada,2021-03-10,0.9236483
Canada,2021-03-11,0.92732817
Canada,2021-03-12,0.8353313
Canada,2021-03-13,0.7948527
Canada,2021-03-14,0.76173383
Canada,2021-03-15,0.7911728
Canada,2021-03-16,0.7948527
Canada,2021-03-17,0.78381306
Canada,2021-03-18,0.75805396
Canada,2021-03-19,0.78381306
Canada,2021-03-20,0.7801332
Canada,2021-03-21,0.7543741
Canada,2021-03-22,0.728615
Canada,2021-03-23,0.73229486
Canada,2021-03-24,0.7911728
Canada,2021-03-25,0.7764533
Canada,2021-03-26,0.73229486
Canada,2021-03-27,0.7249351
Canada,2021-03-28,0.76173383
Canada,2021-03-29,0.77277344
Canada,2021-03-30,0.7506942
Canada,2021-03-31,0.65869737
Canada,2021-04-01,0.68813634
Canada,2021-04-02,0.7175754
Canada,2021-04-03,0.75805396
Canada,2021-04-04,0.73229486
Canada,2021-04-05,0.6918162
Canada,2021-04-06,0.6807766
Canada,2021-04-07,0.7764533
Canada,2021-04-08,0.76173383
Canada,2021-04-09,0.7543741
Canada,2021-04-10,0.7359747
Canada,2021-04-11,0.7690936
Canada,2021-04-12,0.86845016
Canada,2021-04-13,0.89420927
Canada,2021-04-14,0.84269106
Canada,2021-04-15,0.8905294
Canada,2021-04-16,0.9751665
Canada,2021-04-17,1.0340445
Canada,2021-04-18,1.048764
Canada,2021-04-19,1.0671633
Canada,2021-04-20,1.0671633
Canada,2021-04-21,1.133401
Canada,2021-04-22,1.1665199
Canada,2021-04-23,1.1701998
Canada,2021-04-24,1.1738797
Canada,2021-04-25,1.225398
Canada,2021-04-26,1.251157
Canada,2021-04-27,1.2953155
Canada,2021-04-28,1.2695564
Canada,2021-04-29,1.2732363
Canada,2021-04-30,1.2548369
Canada,2021-05-01,1.2658765
Canada,2021-05-02,1.2474772
Canada,2021-05-03,1.1849194
Canada,2021-05-04,1.16284
Canada,2021-05-05,1.16284
Canada,2021-05-06,1.195959
Canada,2021-05-07,1.2217181
Canada,2021-05-08,1.1481205
Canada,2021-05-09,1.1150017
Canada,2021-05-10,1.1518004
Canada,2021-05-11,1.2437973
Canada,2021-05-12,1.251157
Canada,2021-05-13,1.1665199
Canada,2021-05-14,1.1444407
Canada,2021-05-15,1.2290778
Canada,2021-05-16,1.2327577
Canada,2021-05-17,1.195959
Canada,2021-05-18,1.1076419
Canada,2021-05-19,1.0745231
Canada,2021-05-20,1.0966023
Canada,2021-05-21,1.0892426
Canada,2021-05-22,1.0340445
Canada,2021-05-23,1.0671633
Canada,2021-05-24,1.0671633
Canada,2021-05-25,1.0230049
Canada,2021-05-26,1.0598036
Canada,2021-05-27,1.1076419
Canada,2021-05-28,1.0598036
Canada,2021-05-29,1.0708432
Canada,2021-05-30,0.99356586
Canada,2021-05-31,1.0119653
Canada,2021-06-01,1.0450841
Canada,2021-06-02,0.99356586
Canada,2021-06-03,0.8794898
Canada,2021-06-04,0.9199684
Canada,2021-06-05,0.85741055
Canada,2021-06-06,0.8647703
Canada,2021-06-07,0.8537307
Canada,2021-06-08,0.7690936
Canada,2021-06-09,0.7690936
Canada,2021-06-10,0.80589235
Canada,2021-06-11,0.8279716
Canada,2021-06-12,0.8242917
Canada,2021-06-13,0.7543741
Canada,2021-06-14,0.69549614
Canada,2021-06-15,0.7138955
Canada,2021-06-16,0.6550175
Canada,2021-06-17,0.6550175
Canada,2021-06-18,0.5667005
Canada,2021-06-19,0.5041427
Canada,2021-06-20,0.49678293
Canada,2021-06-21,0.5151823
Canada,2021-06-22,0.5299018
Canada,2021-06-23,0.5188622
Canada,2021-06-24,0.67341685
Canada,2021-06-25,0.64765775
Canada,2021-06-26,0.66237724
Canada,2021-06-27,0.64765775
Canada,2021-06-28,0.59613955
Canada,2021-06-29,0.57406026
Canada,2021-06-30,0.5850999
Canada,2021-07-01,0.43422508
Canada,2021-07-02,0.43422508
Canada,2021-07-03,0.45630434
Canada,2021-07-04,0.5078226
Canada,2021-07-05,0.47838357
Canada,2021-07-06,0.46734396
Canada,2021-07-07,0.45262447
Canada,2021-07-08,0.3900666
Canada,2021-07-09,0.3348685
Canada,2021-07-10,0.31646913
Canada,2021-07-11,0.28703013
Canada,2021-07-12,0.28703013
Canada,2021-07-13,0.27599052
Canada,2021-07-14,0.2539113
Canada,2021-07-15,0.24287166
Canada,2021-07-16,0.24655153
Canada,2021-07-17,0.22815217
Canada,2021-07-18,0.24287166
Canada,2021-07-19,0.22079241
Canada,2021-07-20,0.21343267
Canada,2021-07-21,0.22447228
Canada,2021-07-22,0.20239305
Canada,2021-07-23,0.1950333
Canada,2021-07-24,0.1950333
Canada,2021-07-25,0.18031381
Canada,2021-07-26,0.18767355
Canada,2021-07-27,0.17295405
Canada,2021-07-28,0.17295405
Canada,2021-07-29,0.18399368
Canada,2021-07-30,0.20239305
Canada,2021-07-31,0.17295405
Canada,2021-08-01,0.17295405
Canada,2021-08-02,0.17663394
Canada,2021-08-03,0.17295405
Canada,2021-08-04,0.16191444
Canada,2021-08-05,0.15823457
Canada,2021-08-06,0.16191444
Canada,2021-08-07,0.2097528
Canada,2021-08-08,0.23919179
Canada,2021-08-09,0.24655153
Canada,2021-08-10,0.26127103
Canada,2021-08-11,0.28703013
Canada,2021-08-12,0.28703013
Canada,2021-08-13,0.2649509
Canada,2021-08-14,0.21343267
Canada,2021-08-15,0.1545547
Canada,2021-08-16,0.13615532
Canada,2021-08-17,0.114076085
Canada,2021-08-18,0.10303646
Canada,2021-08-19,0.13615532
Canada,2021-08-20,0.26863077
Canada,2021-08-21,0.33854836
Canada,2021-08-22,0.34222823
Canada,2021-08-23,0.3348685
Canada,2021-08-24,0.35694775
Canada,2021-08-25,0.4047861
Canada,2021-08-26,0.47838357
Canada,2021-08-27,0.349588
Canada,2021-08-28,0.29806978
Canada,2021-08-29,0.36798736
Canada,2021-08-30,0.39374647
Canada,2021-08-31,0.37902698
Canada,2021-09-01,0.3753471
Canada,2021-09-02,0.29806978
Canada,2021-09-03,0.38638672
Canada,2021-09-04,0.4599842
Canada,2021-09-05,0.42318547
Canada,2021-09-06,0.43422508
Canada,2021-09-07,0.43790495
Canada,2021-09-08,0.38638672
Canada,2021-09-09,0.4894232
Canada,2021-09-10,0.52622193
Canada,2021-09-11,0.5188622
Canada,2021-09-12,0.59613955
Canada,2021-09-13,0.6255785
Canada,2021-09-14,0.64765775
Canada,2021-09-15,0.7801332
Canada,2021-09-16,0.72125524
Canada,2021-09-17,0.728615
Canada,2021-09-18,0.69549614
Canada,2021-09-19,0.728615
Canada,2021-09-20,0.7102156
Canada,2021-09-21,0.7175754
Canada,2021-09-22,0.7175754
Canada,2021-09-23,0.81693196
Canada,2021-09-24,0.84269106
Canada,2021-09-25,0.9383678
Canada,2021-09-26,0.9126087
Canada,2021-09-27,0.94204766
Canada,2021-09-28,0.94204766
Canada,2021-09-29,0.96780676
Canada,2021-09-30,0.9714866
Canada,2021-10-01,1.0266848
Canada,2021-10-02,1.0524439
Canada,2021-10-03,1.0966023
Canada,2021-10-04,1.1002822
Canada,2021-10-05,1.0855627
Canada,2021-10-06,1.0929224
Canada,2021-10-07,1.0745231
Canada,2021-10-08,1.0671633
Canada,2021-10-09,0.9862061
Canada,2021-10-10,0.9641269
Canada,2021-10-11,0.9236483
Canada,2021-10-12,0.9346879
Canada,2021-10-13,0.8022125
Canada,2021-10-14,0.8758099
Canada,2021-10-15,0.9346879
Canada,2021-10-16,1.0266848
Canada,2021-10-17,1.0377244
Canada,2021-10-18,1.0450841
Canada,2021-10-19,1.0524439
Canada,2021-10-20,1.2658765
Canada,2021-10-21,1.1554803
Canada,2021-10-22,1.019325
Canada,2021-10-23,0.90524894
Canada,2021-10-24,0.960447
Canada,2021-10-25,0.96780676
Canada,2021-10-26,0.9383678
Canada,2021-10-27,0.8868495
Canada,2021-10-28,0.86845016
Canada,2021-10-29,0.86845016
Canada,2021-10-30,0.95676714
Canada,2021-10-31,0.81693196
Canada,2021-11-01,0.80589235
Canada,2021-11-02,0.8095722
Canada,2021-11-03,0.79853255
Canada,2021-11-04,0.7911728
Canada,2021-11-05,0.7801332
Canada,2021-11-06,0.6807766
Canada,2021-11-07,0.6550175
Canada,2021-11-08,0.64765775
Canada,2021-11-09,0.67341685
Canada,2021-11-10,0.6145389
Canada,2021-11-11,0.5850999
Canada,2021-11-12,0.5667005
Canada,2021-11-13,0.5556609
Canada,2021-11-14,0.6439779
Canada,2021-11-15,0.65869737
Canada,2021-11-16,0.67341685
Canada,2021-11-17,0.699176
Canada,2021-11-18,0.6807766
Canada,2021-11-19,0.66237724
Canada,2021-11-20,0.7102156
Canada,2021-11-21,0.6292584
Canada,2021-11-22,0.6145389
Canada,2021-11-23,0.59613955
Canada,2021-11-24,0.5188622
Canada,2021-11-25,0.5556609
Canada,2021-11-26,0.5446213
Canada,2021-11-27,0.5078226
Canada,2021-11-28,0.5041427
Canada,2021-11-29,0.52254206
Canada,2021-11-30,0.5151823
Canada,2021-12-01,0.5299018
Canada,2021-12-02,0.4857433
Canada,2021-12-03,0.4894232
Canada,2021-12-04,0.50046283
Canada,2021-12-05,0.5078226
Canada,2021-12-06,0.4857433
Canada,2021-12-07,0.47102383
Canada,2021-12-08,0.47102383
Canada,2021-12-09,0.5078226
Canada,2021-12-10,0.50046283
Canada,2021-12-11,0.5078226
Canada,2021-12-12,0.52254206
Canada,2021-12-13,0.53726155
Canada,2021-12-14,0.56302065
Canada,2021-12-15,0.5188622
Canada,2021-12-16,0.52254206
Canada,2021-12-17,0.52254206
Canada,2021-12-18,0.50046283
Canada,2021-12-19,0.4857433
Canada,2021-12-20,0.47102383
Canada,2021-12-21,0.45262447
Canada,2021-12-22,0.4452647
Canada,2021-12-23,0.42318547
Canada,2021-12-24,0.43790495
Canada,2021-12-25,0.4305452
Canada,2021-12-26,0.40110624
Canada,2021-12-27,0.3753471
Canada,2021-12-28,0.3753471
Canada,2021-12-29,0.45630434
Canada,2021-12-30,0.48206344
Canada,2021-12-31,0.50046283
Canada,2022-01-01,0.53726155
Canada,2022-01-02,0.63661814
Canada,2022-01-03,0.69549614
Canada,2022-01-04,0.77277344
Canada,2022-01-05,0.74701434
Canada,2022-01-06,0.84269106
Canada,2022-01-07,0.96780676
Canada,2022-01-08,1.0818828
Canada,2022-01-09,1.2474772
Canada,2022-01-10,1.4461904
Canada,2022-01-11,1.4977086
Canada,2022-01-12,1.5749859
Canada,2022-01-13,1.773699
Canada,2022-01-14,1.9687324
Canada,2022-01-15,2.1453664
Canada,2022-01-16,2.2925613
Canada,2022-01-17,2.531753
Canada,2022-01-18,2.653189
Canada,2022-01-19,2.9291794
Canada,2022-01-20,3.0506153
Canada,2022-01-21,3.2493284
Canada,2022-01-22,3.6136358
Canada,2022-01-23,3.7350717
Canada,2022-01-24,3.6651542
Canada,2022-01-25,3.7166724
Canada,2022-01-26,3.9485044
Canada,2022-01-27,4.0662603
Canada,2022-01-28,4.246574
Canada,2022-01-29,4.1472178
Canada,2022-01-30,4.1140985
Canada,2022-01-31,4.1140985
Canada,2022-02-01,4.044181
Canada,2022-02-02,3.8933063
Canada,2022-02-03,3.8160288
Canada,2022-02-04,3.643075
Canada,2022-02-05,3.5989163
Canada,2022-02-06,3.606276
Canada,2022-02-07,3.5253189
Canada,2022-02-08,3.5694773
Canada,2022-02-09,3.4922001
Canada,2022-02-10,3.3670843
Canada,2022-02-11,3.2530084
Canada,2022-02-12,3.054295
Canada,2022-02-13,3.0064569
Canada,2022-02-14,3.0358958
Canada,2022-02-15,2.8445423
Canada,2022-02-16,2.7856643
Canada,2022-02-17,2.7047071
Canada,2022-02-18,2.564872
Canada,2022-02-19,2.4949543
Canada,2022-02-20,2.2557626
Canada,2022-02-21,2.0533695
Canada,2022-02-22,2.0496895
Canada,2022-02-23,1.718501
Canada,2022-02-24,1.718501
Canada,2022-02-25,1.6559432
Canada,2022-02-26,1.6228243
Canada,2022-02-27,1.7111412
Canada,2022-02-28,1.8620161
Canada,2022-03-01,1.8068179
Canada,2022-03-02,1.950333
Canada,2022-03-03,1.74794
Canada,2022-03-04,1.74794
Canada,2022-03-05,1.6964217
Canada,2022-03-06,1.6007451
Canada,2022-03-07,1.4645897
Canada,2022-03-08,1.5197878
Canada,2022-03-09,1.5013884
Canada,2022-03-10,1.5639462
Canada,2022-03-11,1.4645897
Canada,2022-03-12,1.4020319
Canada,2022-03-13,1.5455469
Canada,2022-03-14,1.5345073
Canada,2022-03-15,1.5308274
Canada,2022-03-16,1.4425105
Canada,2022-03-17,1.4204313
Canada,2022-03-18,1.3799525
Canada,2022-03-19,1.3725928
Canada,2022-03-20,1.1076419
Canada,2022-03-21,1.195959
Canada,2022-03-22,1.1738797
Canada,2022-03-23,1.1738797
Canada,2022-03-24,1.0929224
Canada,2022-03-25,0.99356586
Canada,2022-03-26,0.93100804
Canada,2022-03-27,0.960447
Canada,2022-03-28,0.85741055
Canada,2022-03-29,0.8794898
Canada,2022-03-30,0.82061183
Canada,2022-03-31,0.9751665
Canada,2022-04-01,1.0082854
Canada,2022-04-02,0.95676714
Canada,2022-04-03,0.95676714
Canada,2022-04-04,0.9714866
Canada,2022-04-05,0.9862061
Canada,2022-04-06,0.9714866
Canada,2022-04-07,0.9972457
Canada,2022-04-08,1.048764
Canada,2022-04-09,1.1370809
Canada,2022-04-10,1.1260413
Canada,2022-04-11,1.2364376
Canada,2022-04-12,1.2695564
Canada,2022-04-13,1.339474
Canada,2022-04-14,1.3357941
Canada,2022-04-15,1.280596
Canada,2022-04-16,1.2989954
Canada,2022-04-17,1.1922791
Canada,2022-04-18,1.2548369
Canada,2022-04-19,1.1076419
Canada,2022-04-20,1.3652331
Canada,2022-04-21,1.3357941
Canada,2022-04-22,1.4498702
Canada,2022-04-23,1.4719495
Canada,2022-04-24,1.6633029
Canada,2022-04-25,1.9135343
Canada,2022-04-26,2.005531
